"module name","licenses","repository","licenseUrl","parents"
"abab@1.0.4","ISC","https://github.com/jsdom/abab","https://github.com/jsdom/abab/raw/master/LICENSE.md","twake"
"abbrev@1.1.0","ISC","https://github.com/isaacs/abbrev-js","https://github.com/isaacs/abbrev-js/raw/master/LICENSE","fsevents:chokidar:twake"
"abbrev@1.1.1","ISC","http://github.com/isaacs/abbrev-js","http://github.com/isaacs/abbrev-js/raw/master/LICENSE","twake"
"accepts@1.3.4","MIT","https://github.com/jshttp/accepts","https://github.com/jshttp/accepts/raw/master/LICENSE","twake"
"acorn-dynamic-import@2.0.2","MIT","https://github.com/kesne/acorn-dynamic-import","https://github.com/kesne/acorn-dynamic-import/raw/master/LICENSE","twake"
"acorn-globals@3.1.0","MIT","https://github.com/ForbesLindesay/acorn-globals","https://github.com/ForbesLindesay/acorn-globals/raw/master/LICENSE","twake"
"acorn-jsx@3.0.1","MIT","https://github.com/RReverser/acorn-jsx","https://github.com/RReverser/acorn-jsx/raw/master/LICENSE","twake"
"acorn@3.3.0","MIT","https://github.com/ternjs/acorn","https://github.com/ternjs/acorn/raw/master/LICENSE","acorn-jsx:twake"
"acorn@4.0.13","MIT","https://github.com/ternjs/acorn","https://github.com/ternjs/acorn/raw/master/LICENSE","twake"
"acorn@5.2.1","MIT","https://github.com/ternjs/acorn","https://github.com/ternjs/acorn/raw/master/LICENSE","espree:twake"
"address@1.0.3","MIT","https://github.com/node-modules/address","https://github.com/node-modules/address/raw/master/LICENSE.txt","twake"
"ajv-keywords@2.1.1","MIT","https://github.com/epoberezkin/ajv-keywords","https://github.com/epoberezkin/ajv-keywords/raw/master/LICENSE","twake"
"ajv-keywords@3.1.0","MIT","https://github.com/epoberezkin/ajv-keywords","https://github.com/epoberezkin/ajv-keywords/raw/master/LICENSE","worker-loader:twake"
"ajv@4.11.8","MIT","https://github.com/epoberezkin/ajv","https://github.com/epoberezkin/ajv/raw/master/LICENSE","fsevents:chokidar:twake"
"ajv@5.3.0","MIT","https://github.com/epoberezkin/ajv","https://github.com/epoberezkin/ajv/raw/master/LICENSE","twake"
"ajv@6.4.0","MIT","https://github.com/epoberezkin/ajv","https://github.com/epoberezkin/ajv/raw/master/LICENSE","worker-loader:twake"
"align-text@0.1.4","MIT","https://github.com/jonschlinkert/align-text","https://github.com/jonschlinkert/align-text/raw/master/LICENSE","twake"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort","https://github.com/TrySound/alphanum-sort/raw/master/LICENSE","twake"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine","https://github.com/jrburke/amdefine/raw/master/LICENSE","twake"
"anchorme@1.1.2","MIT","https://github.com/alexcorvi/anchorme.js","https://github.com/alexcorvi/anchorme.js/raw/master/LICENSE.md","twake"
"ansi-align@1.1.0","ISC","https://github.com/nexdrew/ansi-align","https://github.com/nexdrew/ansi-align/raw/master/LICENSE","twake"
"ansi-align@2.0.0","ISC","https://github.com/nexdrew/ansi-align","https://github.com/nexdrew/ansi-align/raw/master/LICENSE","nodemon:twake"
"ansi-escapes@1.4.0","MIT","https://github.com/sindresorhus/ansi-escapes","https://github.com/sindresorhus/ansi-escapes/raw/master/license","twake"
"ansi-escapes@3.0.0","MIT","https://github.com/sindresorhus/ansi-escapes","https://github.com/sindresorhus/ansi-escapes/raw/master/license","inquirer:twake"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html","https://github.com/Tjatse/ansi-html/raw/master/LICENSE","twake"
"ansi-regex@0.2.1","MIT","https://github.com/sindresorhus/ansi-regex","https://github.com/sindresorhus/ansi-regex","concurrently:twake"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex","https://github.com/chalk/ansi-regex/raw/master/license","twake"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex","https://github.com/chalk/ansi-regex/raw/master/license","nodemon:twake"
"ansi-styles@1.1.0","MIT","https://github.com/sindresorhus/ansi-styles","https://github.com/sindresorhus/ansi-styles","concurrently:twake"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles","https://github.com/chalk/ansi-styles/raw/master/license","chalk:twake"
"ansi-styles@3.2.0","MIT","https://github.com/chalk/ansi-styles","https://github.com/chalk/ansi-styles/raw/master/license","twake"
"anymatch@1.3.2","ISC","https://github.com/es128/anymatch","https://github.com/es128/anymatch/raw/master/LICENSE","twake"
"append-transform@0.4.0","MIT","https://github.com/jamestalmage/append-transform","https://github.com/jamestalmage/append-transform/raw/master/license","twake"
"aproba@1.1.1","ISC","https://github.com/iarna/aproba","https://github.com/iarna/aproba/raw/master/LICENSE","fsevents:chokidar:twake"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba","https://github.com/iarna/aproba/raw/master/LICENSE","twake"
"are-we-there-yet@1.1.4","ISC","https://github.com/iarna/are-we-there-yet","https://github.com/iarna/are-we-there-yet/raw/master/LICENSE","fsevents:chokidar:twake"
"argparse@1.0.9","MIT","https://github.com/nodeca/argparse","https://github.com/nodeca/argparse/raw/master/LICENSE","twake"
"aria-query@0.7.0","Apache-2.0","https://github.com/A11yance/aria-query","https://github.com/A11yance/aria-query/raw/master/LICENSE","twake"
"arr-diff@2.0.0","MIT","https://github.com/jonschlinkert/arr-diff","https://github.com/jonschlinkert/arr-diff/raw/master/LICENSE","twake"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten","https://github.com/jonschlinkert/arr-flatten/raw/master/LICENSE","twake"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal","https://github.com/component/array-equal/raw/master/LICENSE","twake"
"array-filter@0.0.1","MIT","https://github.com/juliangruber/array-filter","https://github.com/juliangruber/array-filter","twake"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index","https://github.com/sindresorhus/array-find-index/raw/master/license","twake"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten","https://github.com/blakeembrey/array-flatten/raw/master/LICENSE","twake"
"array-flatten@2.1.1","MIT","https://github.com/blakeembrey/array-flatten","https://github.com/blakeembrey/array-flatten/raw/master/LICENSE","bonjour:twake"
"array-includes@3.0.3","MIT","https://github.com/ljharb/array-includes","https://github.com/ljharb/array-includes/raw/master/LICENSE","twake"
"array-map@0.0.0","MIT","https://github.com/substack/array-map","https://github.com/substack/array-map/raw/master/LICENSE","twake"
"array-reduce@0.0.0","MIT","https://github.com/substack/array-reduce","https://github.com/substack/array-reduce/raw/master/LICENSE","twake"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union","https://github.com/sindresorhus/array-union/raw/master/license","twake"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq","https://github.com/sindresorhus/array-uniq/raw/master/license","twake"
"array-unique@0.2.1","MIT","https://github.com/jonschlinkert/array-unique","https://github.com/jonschlinkert/array-unique/blob/master/LICENSE","twake"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify","https://github.com/sindresorhus/arrify/raw/master/license","twake"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap","https://github.com/kriskowal/asap/raw/master/LICENSE.md","twake"
"asn1.js@4.9.2","MIT","https://github.com/indutny/asn1.js","https://github.com/indutny/asn1.js","twake"
"asn1@0.2.3","MIT","https://github.com/mcavage/node-asn1","https://github.com/mcavage/node-asn1/raw/master/LICENSE","fsevents:chokidar:twake"
"assert-plus@0.2.0","MIT","https://github.com/mcavage/node-assert-plus","https://github.com/mcavage/node-assert-plus","fsevents:chokidar:twake"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus","https://github.com/mcavage/node-assert-plus","jsprim:fsevents:chokidar:twake"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert","https://github.com/defunctzombie/commonjs-assert/raw/master/LICENSE","twake"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow","https://github.com/kyldvs/ast-types-flow","twake"
"ast-types@0.9.6","MIT","https://github.com/benjamn/ast-types","https://github.com/benjamn/ast-types/raw/master/LICENSE","twake"
"async-each@1.0.1","MIT","https://github.com/paulmillr/async-each","https://github.com/paulmillr/async-each","twake"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach","https://github.com/cowboy/javascript-sync-async-foreach/raw/master/LICENSE-MIT","twake"
"async@1.5.2","MIT","https://github.com/caolan/async","https://github.com/caolan/async/raw/master/LICENSE","handlebars:twake"
"async@2.6.0","MIT","https://github.com/caolan/async","https://github.com/caolan/async/raw/master/LICENSE","twake"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit","https://github.com/alexindigo/asynckit/raw/master/LICENSE","fsevents:chokidar:twake"
"attr-accept@1.1.0","MIT","https://github.com/okonet/attr-accept","https://github.com/okonet/attr-accept/raw/master/LICENSE","twake"
"autoprefixer@6.7.7","MIT","https://github.com/postcss/autoprefixer","https://github.com/postcss/autoprefixer/raw/master/LICENSE","cssnano:twake"
"autoprefixer@7.1.6","MIT","https://github.com/postcss/autoprefixer","https://github.com/postcss/autoprefixer/raw/master/LICENSE","twake"
"aws-sign2@0.6.0","Apache-2.0","https://github.com/mikeal/aws-sign","https://github.com/mikeal/aws-sign/raw/master/LICENSE","fsevents:chokidar:twake"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign","https://github.com/mikeal/aws-sign/raw/master/LICENSE","request:twake"
"aws4@1.6.0","MIT","https://github.com/mhart/aws4","https://github.com/mhart/aws4/raw/master/LICENSE","fsevents:chokidar:twake"
"axobject-query@0.1.0","Apache-2.0","https://github.com/A11yance/axobject-query","https://github.com/A11yance/axobject-query/raw/master/LICENSE","twake"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame","https://github.com/babel/babel/tree/master/packages/babel-code-frame","twake"
"babel-core@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-core","https://github.com/babel/babel/tree/master/packages/babel-core","twake"
"babel-eslint@7.2.3","MIT","https://github.com/babel/babel-eslint","https://github.com/babel/babel-eslint/raw/master/LICENSE","twake"
"babel-generator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator","https://github.com/babel/babel/tree/master/packages/babel-generator","twake"
"babel-helper-bindify-decorators@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-bindify-decorators","https://github.com/babel/babel/tree/master/packages/babel-helper-bindify-decorators","twake"
"babel-helper-builder-binary-assignment-operator-visitor@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-binary-assignment-operator-visitor","twake"
"babel-helper-builder-react-jsx@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-react-jsx","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-react-jsx","twake"
"babel-helper-call-delegate@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate","twake"
"babel-helper-define-map@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map","twake"
"babel-helper-explode-assignable-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-assignable-expression","twake"
"babel-helper-explode-class@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-class","https://github.com/babel/babel/tree/master/packages/babel-helper-explode-class","twake"
"babel-helper-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name","twake"
"babel-helper-get-function-arity@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity","twake"
"babel-helper-hoist-variables@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables","twake"
"babel-helper-optimise-call-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression","twake"
"babel-helper-regex@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-regex","https://github.com/babel/babel/tree/master/packages/babel-helper-regex","twake"
"babel-helper-remap-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator","https://github.com/babel/babel/tree/master/packages/babel-helper-remap-async-to-generator","twake"
"babel-helper-replace-supers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers","twake"
"babel-helpers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helpers","https://github.com/babel/babel/tree/master/packages/babel-helpers","twake"
"babel-jest@20.0.3","BSD-3-Clause","https://github.com/facebook/jest","https://github.com/facebook/jest","twake"
"babel-loader@7.1.2","MIT","https://github.com/babel/babel-loader","https://github.com/babel/babel-loader/raw/master/LICENSE","twake"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages","https://github.com/babel/babel/tree/master/packages/babel-messages","twake"
"babel-plugin-check-es2015-constants@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants","twake"
"babel-plugin-dynamic-import-node@1.1.0","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node","https://github.com/airbnb/babel-plugin-dynamic-import-node/raw/master/LICENSE","twake"
"babel-plugin-istanbul@4.1.5","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul","https://github.com/istanbuljs/babel-plugin-istanbul/raw/master/LICENSE","twake"
"babel-plugin-jest-hoist@20.0.3","BSD-3-Clause","https://github.com/facebook/jest","https://github.com/facebook/jest","twake"
"babel-plugin-syntax-async-functions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-functions","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-functions","twake"
"babel-plugin-syntax-async-generators@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators","twake"
"babel-plugin-syntax-class-constructor-call@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-constructor-call","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-constructor-call","twake"
"babel-plugin-syntax-class-properties@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-properties","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-class-properties","twake"
"babel-plugin-syntax-decorators@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-decorators","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-decorators","twake"
"babel-plugin-syntax-do-expressions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-do-expressions","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-do-expressions","twake"
"babel-plugin-syntax-dynamic-import@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import","twake"
"babel-plugin-syntax-exponentiation-operator@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-exponentation-operator","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-exponentation-operator","twake"
"babel-plugin-syntax-export-extensions@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-extensions","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-extensions","twake"
"babel-plugin-syntax-flow@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-flow","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-flow","twake"
"babel-plugin-syntax-function-bind@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-function-bind","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-function-bind","twake"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx","twake"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread","twake"
"babel-plugin-syntax-trailing-function-commas@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-trailing-function-commas","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-trailing-function-commas","twake"
"babel-plugin-transform-async-generator-functions@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-generator-functions","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-generator-functions","twake"
"babel-plugin-transform-async-to-generator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-async-to-generator","twake"
"babel-plugin-transform-class-constructor-call@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-constructor-call","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-constructor-call","twake"
"babel-plugin-transform-class-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-properties","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-class-properties","twake"
"babel-plugin-transform-decorators-legacy@1.3.4","MIT","https://github.com/loganfsmyth/babel-plugin-transform-decorators-legacy","https://github.com/loganfsmyth/babel-plugin-transform-decorators-legacy/raw/master/LICENSE","twake"
"babel-plugin-transform-decorators@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-decorators","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-decorators","twake"
"babel-plugin-transform-do-expressions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-do-expressions","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-do-expressions","twake"
"babel-plugin-transform-es2015-arrow-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions","twake"
"babel-plugin-transform-es2015-block-scoped-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions","twake"
"babel-plugin-transform-es2015-block-scoping@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping","twake"
"babel-plugin-transform-es2015-classes@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes","twake"
"babel-plugin-transform-es2015-computed-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties","twake"
"babel-plugin-transform-es2015-destructuring@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring","twake"
"babel-plugin-transform-es2015-duplicate-keys@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys","twake"
"babel-plugin-transform-es2015-for-of@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of","twake"
"babel-plugin-transform-es2015-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name","twake"
"babel-plugin-transform-es2015-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals","twake"
"babel-plugin-transform-es2015-modules-amd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd","twake"
"babel-plugin-transform-es2015-modules-commonjs@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs","twake"
"babel-plugin-transform-es2015-modules-systemjs@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs","twake"
"babel-plugin-transform-es2015-modules-umd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd","twake"
"babel-plugin-transform-es2015-object-super@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super","twake"
"babel-plugin-transform-es2015-parameters@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters","twake"
"babel-plugin-transform-es2015-shorthand-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties","twake"
"babel-plugin-transform-es2015-spread@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread","twake"
"babel-plugin-transform-es2015-sticky-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex","twake"
"babel-plugin-transform-es2015-template-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals","twake"
"babel-plugin-transform-es2015-typeof-symbol@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol","twake"
"babel-plugin-transform-es2015-unicode-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex","twake"
"babel-plugin-transform-exponentiation-operator@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-exponentiation-operator","twake"
"babel-plugin-transform-export-extensions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-export-extensions","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-export-extensions","twake"
"babel-plugin-transform-flow-strip-types@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-flow-strip-types","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-flow-strip-types","twake"
"babel-plugin-transform-function-bind@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-function-bind","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-function-bind","twake"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread","twake"
"babel-plugin-transform-react-constant-elements@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-constant-elements","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-constant-elements","twake"
"babel-plugin-transform-react-display-name@6.25.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name","twake"
"babel-plugin-transform-react-jsx-self@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self","twake"
"babel-plugin-transform-react-jsx-source@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source","twake"
"babel-plugin-transform-react-jsx@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx","twake"
"babel-plugin-transform-regenerator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator","twake"
"babel-plugin-transform-runtime@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-runtime","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-runtime","twake"
"babel-plugin-transform-strict-mode@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode","twake"
"babel-polyfill@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-polyfill","https://github.com/babel/babel/tree/master/packages/babel-polyfill","twake"
"babel-preset-env@1.6.1","MIT","https://github.com/babel/babel-preset-env","https://github.com/babel/babel-preset-env/raw/master/LICENSE","twake"
"babel-preset-es2015@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-es2015","https://github.com/babel/babel/tree/master/packages/babel-preset-es2015","twake"
"babel-preset-flow@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-flow","https://github.com/babel/babel/tree/master/packages/babel-preset-flow","twake"
"babel-preset-jest@20.0.3","BSD-3-Clause","https://github.com/facebook/jest","https://github.com/facebook/jest","twake"
"babel-preset-react-app@3.1.0","MIT","https://github.com/facebookincubator/create-react-app","https://github.com/facebookincubator/create-react-app","twake"
"babel-preset-react@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react","https://github.com/babel/babel/tree/master/packages/babel-preset-react","twake"
"babel-preset-stage-0@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-0","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-0","twake"
"babel-preset-stage-1@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-1","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-1","twake"
"babel-preset-stage-2@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-2","https://github.com/babel/babel/tree/master/packages/babel-preset-stage-2","twake"
